PacketTime,X,Y,NormalPressure,DeltaT,DistJump,Velocity,PressurePrev,PressureCurr,Trial,segment_id,segment_label,letter_id,letter_label
96637075,3271,25664,0,5.0,17.0,3400.0,0.0,0,0,-1,,-1,
96637080,3256,25662,0,5.0,15.132745950421556,3026.5491900843112,0.0,0,0,-1,,-1,
96637085,3240,25656,0,5.0,17.08800749063506,3417.6014981270123,0.0,0,0,-1,,-1,
96637090,3224,25650,0,5.0,17.08800749063506,3417.6014981270123,0.0,0,0,-1,,-1,
96637095,3208,25646,0,5.0,16.492422502470642,3298.4845004941285,0.0,0,0,-1,,-1,
96637100,3191,25643,0,5.0,17.26267650163207,3452.5353003264136,0.0,0,0,-1,,-1,
96637105,3175,25640,0,5.0,16.278820596099706,3255.764119219941,0.0,0,0,-1,,-1,
96637110,3159,25638,0,5.0,16.1245154965971,3224.9030993194197,0.0,0,0,-1,,-1,
96637115,3143,25638,0,5.0,16.0,3200.0,0.0,0,0,-1,,-1,
96637120,3127,25636,0,5.0,16.1245154965971,3224.9030993194197,0.0,0,0,-1,,-1,
96637125,3112,25633,0,5.0,15.297058540778355,3059.411708155671,0.0,0,0,-1,,-1,
96637130,3097,25623,0,5.0,18.027756377319946,3605.551275463989,0.0,0,0,-1,,-1,
96637135,3081,25602,0,5.0,26.40075756488817,5280.151512977634,0.0,0,0,-1,,-1,
96637140,3065,25582,0,5.0,25.612496949731394,5122.499389946279,0.0,0,0,-1,,-1,
96637145,3049,25557,0,5.0,29.68164415931166,5936.328831862332,0.0,0,0,-1,,-1,
96637150,3031,25530,0,5.0,32.449961479175904,6489.992295835181,0.0,0,0,-1,,-1,
96637155,3014,25499,0,5.0,35.35533905932738,7071.067811865475,0.0,0,0,-1,,-1,
96637160,2999,25467,0,5.0,35.34119409414458,7068.238818828917,0.0,0,0,-1,,-1,
96637165,2985,25435,0,5.0,34.92849839314596,6985.699678629191,0.0,0,0,-1,,-1,
96637170,2974,25403,0,5.0,33.83784863137726,6767.569726275452,0.0,0,0,-1,,-1,
96637175,2967,25372,0,5.0,31.78049716414141,6356.099432828281,0.0,0,0,-1,,-1,
96637180,2963,25344,0,5.0,28.284271247461902,5656.85424949238,0.0,0,0,-1,,-1,
96637185,2962,25318,0,5.0,26.019223662515376,5203.844732503075,0.0,0,0,-1,,-1,
96637190,2962,25294,0,5.0,24.0,4800.0,0.0,0,0,-1,,-1,
96637195,2962,25271,0,5.0,23.0,4600.0,0.0,0,0,-1,,-1,
96637200,2970,25244,0,5.0,28.160255680657446,5632.051136131489,0.0,0,0,-1,,-1,
96637205,2979,25222,0,5.0,23.769728648009426,4753.945729601885,0.0,0,0,-1,,-1,
96637207,2988,25206,1344,2.0,18.35755975068582,9178.779875342909,0.0,1344,0,-1,,-1,
96637212,2988,25206,2417,5.0,0.0,0.0,1344.0,2417,0,-1,,-1,
96637217,2988,25206,2593,5.0,0.0,0.0,2417.0,2593,0,-1,,-1,
96637222,2988,25206,3089,5.0,0.0,0.0,2593.0,3089,0,-1,,-1,
96637227,2988,25206,4145,5.0,0.0,0.0,3089.0,4145,0,-1,,-1,
96637232,2988,25206,5138,5.0,0.0,0.0,4145.0,5138,0,-1,,-1,
96637237,2988,25206,6114,5.0,0.0,0.0,5138.0,6114,0,-1,,-1,
96637242,3107,25205,7155,5.0,119.00420160649792,23800.840321299584,6114.0,7155,0,-1,,-1,
96637247,3137,25225,7811,5.0,36.05551275463989,7211.102550927978,7155.0,7811,0,-1,,-1,
96637252,3170,25250,8483,5.0,41.400483088968905,8280.09661779378,7811.0,8483,0,-1,,-1,
96637257,3206,25279,9284,5.0,46.22769732530488,9245.539465060976,8483.0,9284,0,-1,,-1,
96637262,3242,25313,9988,5.0,49.51767361255979,9903.534722511959,9284.0,9988,0,-1,,-1,
96637267,3280,25352,10292,5.0,54.45181356024793,10890.362712049586,9988.0,10292,0,-1,,-1,
96637272,3318,25397,10516,5.0,58.89821729050889,11779.643458101778,10292.0,10516,0,-1,,-1,
96637277,3355,25445,11173,5.0,60.60528029800704,12121.056059601407,10516.0,11173,0,-1,,-1,
96637282,3391,25497,11317,5.0,63.245553203367585,12649.110640673516,11173.0,11317,0,-1,,-1,
96637287,3425,25551,11733,5.0,63.812224534175265,12762.444906835053,11317.0,11733,0,-1,,-1,
96637292,3457,25608,11845,5.0,65.36818798161687,13073.637596323373,11733.0,11845,0,-1,,-1,
96637297,3488,25668,11861,5.0,67.53517601961218,13507.035203922436,11845.0,11861,0,-1,,-1,
96637302,3515,25731,11845,5.0,68.54195795277518,13708.391590555035,11861.0,11845,0,-1,,-1,
96637307,3538,25795,11797,5.0,68.00735254367721,13601.470508735443,11845.0,11797,0,-1,,-1,
96637312,3557,25857,11797,5.0,64.8459713474939,12969.19426949878,11797.0,11797,0,-1,,-1,
96637317,3570,25915,11589,5.0,59.43904440685432,11887.808881370864,11797.0,11589,0,-1,,-1,
96637322,3576,25967,11573,5.0,52.3450093132096,10469.00186264192,11589.0,11573,0,-1,,-1,
