PacketTime,X,Y,NormalPressure,DeltaT,DistJump,PressurePrev,PressureCurr,NewTrial,Trial,segment_id,segment_label,letter_id,letter_label
270219166,35482,12154,0,5.0,16.1245154965971,0.0,0,False,25,-1,,-1,
270219171,35475,12168,0,5.0,15.652475842498529,0.0,0,False,25,-1,,-1,
270219176,35470,12180,0,5.0,13.0,0.0,0,False,25,-1,,-1,
270219181,35463,12191,0,5.0,13.038404810405298,0.0,0,False,25,-1,,-1,
270219185,35458,12195,0,4.0,6.4031242374328485,0.0,0,False,25,-1,,-1,
270219190,35455,12204,0,5.0,9.486832980505138,0.0,0,False,25,-1,,-1,
270219195,35452,12216,0,5.0,12.36931687685298,0.0,0,False,25,-1,,-1,
270219200,35451,12218,0,5.0,2.23606797749979,0.0,0,False,25,-1,,-1,
270219205,35451,12224,0,5.0,6.0,0.0,0,False,25,-1,,-1,
270219210,35451,12229,0,5.0,5.0,0.0,0,False,25,-1,,-1,
270219215,35451,12234,0,5.0,5.0,0.0,0,False,25,-1,,-1,
270219220,35456,12240,0,5.0,7.810249675906654,0.0,0,False,25,-1,,-1,
270219225,35462,12250,0,5.0,11.661903789690601,0.0,0,False,25,-1,,-1,
270219230,35475,12259,0,5.0,15.811388300841896,0.0,0,False,25,-1,,-1,
270219235,35485,12269,0,5.0,14.142135623730951,0.0,0,False,25,-1,,-1,
270219240,35496,12277,0,5.0,13.601470508735444,0.0,0,False,25,-1,,-1,
270219245,35507,12280,0,5.0,11.40175425099138,0.0,0,False,25,-1,,-1,
270219250,35517,12288,0,5.0,12.806248474865697,0.0,0,False,25,-1,,-1,
270219255,35521,12295,0,5.0,8.06225774829855,0.0,0,False,25,-1,,-1,
270219260,35529,12301,0,5.0,10.0,0.0,0,False,25,-1,,-1,
270220786,34312,9688,0,1526.0,2882.5089765688504,0.0,0,True,26,-1,,-1,
270220791,34304,9677,0,5.0,13.601470508735444,0.0,0,False,26,-1,,-1,
270220796,34292,9666,0,5.0,16.278820596099706,0.0,0,False,26,-1,,-1,
270220801,34289,9656,0,5.0,10.44030650891055,0.0,0,False,26,-1,,-1,
270220806,34282,9646,0,5.0,12.206555615733702,0.0,0,False,26,-1,,-1,
270220811,34276,9636,0,5.0,11.661903789690601,0.0,0,False,26,-1,,-1,
