trial,n_letters,duration_ms_mean,duration_ms_std,duration_ms_sum,path_length_mean,path_length_std,mean_speed_mean,mean_speed_std,mean_pressure_mean,mean_pressure_std,width_mean,width_std,height_mean,height_std
8,1,3323.0,,3323.0,28329.66,,8539.44,,10072.63,,5172.0,,2448.0,
