trial,n_letters,duration_ms_mean,duration_ms_std,duration_ms_sum,path_length_mean,path_length_std,mean_speed_mean,mean_speed_std,mean_pressure_mean,mean_pressure_std,width_mean,width_std,height_mean,height_std
2,4,159.5,118.24,638.0,2480.88,2048.46,13269.77,11376.71,0.0,0.0,729.5,534.73,2033.75,2031.85
